timestamp,meter_id,zone_id,meter_type,consumption_kwh,is_anomaly,anomaly_type,if_score,ae_score,ensemble_score,ensemble_flag,predicted_type,final_flag,fp_reason,confidence_label
2024-03-18 16:45:00,MTR_0002,zone_2,residential,0.2046,0,none,0.9173,0.0918,0.5458,1,UNKNOWN,0,Score 0.546 < threshold 0.55,LOW
2024-03-18 17:00:00,MTR_0002,zone_2,residential,0.2422,0,none,0.9116,0.0532,0.5253,1,UNKNOWN,0,Score 0.525 < threshold 0.55,LOW
2024-03-18 17:15:00,MTR_0002,zone_2,residential,0.2132,0,none,0.9085,0.0681,0.5304,1,UNKNOWN,0,Score 0.530 < threshold 0.55,LOW
2024-03-18 17:30:00,MTR_0002,zone_2,residential,0.2001,0,none,0.9102,0.0252,0.512,1,UNKNOWN,0,Score 0.512 < threshold 0.55,LOW
2024-03-18 17:45:00,MTR_0002,zone_2,residential,0.2574,0,none,0.9148,0.0485,0.5249,1,UNKNOWN,0,Score 0.525 < threshold 0.55,LOW
2024-03-18 18:00:00,MTR_0002,zone_2,residential,0.2858,0,none,0.9117,0.0777,0.5364,1,UNKNOWN,0,Score 0.536 < threshold 0.55,LOW
2024-03-18 18:15:00,MTR_0002,zone_2,residential,0.3059,0,none,0.9151,0.1254,0.5598,1,UNKNOWN,0,Only 1/2 consecutive flags,MEDIUM
2024-03-18 18:30:00,MTR_0002,zone_2,residential,0.2934,0,none,0.9107,0.0543,0.5253,1,UNKNOWN,0,Score 0.525 < threshold 0.55,LOW
2024-03-18 18:45:00,MTR_0002,zone_2,residential,0.3414,0,none,0.9267,0.097,0.5533,1,UNKNOWN,0,Only 1/2 consecutive flags,MEDIUM
2024-03-18 19:00:00,MTR_0002,zone_2,residential,0.3536,0,none,0.9389,0.2592,0.6331,1,UNKNOWN,1,Passed all filter rules,MEDIUM
2024-03-18 19:15:00,MTR_0002,zone_2,residential,0.3165,0,none,0.9185,0.0223,0.5152,1,UNKNOWN,0,Score 0.515 < threshold 0.55,LOW
2024-03-18 19:30:00,MTR_0002,zone_2,residential,0.3482,0,none,0.9233,0.0679,0.5384,1,UNKNOWN,0,Score 0.538 < threshold 0.55,LOW
2024-03-18 19:45:00,MTR_0002,zone_2,residential,0.3877,0,none,0.9434,0.0396,0.5367,1,UNKNOWN,0,Score 0.537 < threshold 0.55,LOW
2024-03-18 20:00:00,MTR_0002,zone_2,residential,0.3089,0,none,0.9256,0.067,0.5393,1,UNKNOWN,0,Score 0.539 < threshold 0.55,LOW
2024-03-18 20:15:00,MTR_0002,zone_2,residential,0.2905,0,none,0.9062,0.0708,0.5303,1,UNKNOWN,0,Score 0.530 < threshold 0.55,LOW
2024-03-18 20:30:00,MTR_0002,zone_2,residential,0.3514,0,none,0.9236,0.1586,0.5793,1,UNKNOWN,0,Only 1/2 consecutive flags,MEDIUM
2024-03-18 20:45:00,MTR_0002,zone_2,residential,0.306,0,none,0.9188,0.2008,0.5957,1,UNKNOWN,1,Passed all filter rules,MEDIUM
2024-03-18 21:00:00,MTR_0002,zone_2,residential,0.2459,0,none,0.9139,0.0975,0.5465,1,UNKNOWN,0,Score 0.546 < threshold 0.55,LOW
2024-03-18 21:15:00,MTR_0002,zone_2,residential,0.2631,0,none,0.8987,0.2897,0.6246,1,UNKNOWN,0,Only 1/2 consecutive flags,MEDIUM
2024-03-18 21:30:00,MTR_0002,zone_2,residential,0.2897,0,none,0.9077,0.2612,0.6168,1,UNKNOWN,1,Passed all filter rules,MEDIUM
2024-03-18 21:45:00,MTR_0002,zone_2,residential,0.2934,0,none,0.9068,0.4175,0.6866,1,UNKNOWN,1,Passed all filter rules,MEDIUM
2024-03-18 22:00:00,MTR_0002,zone_2,residential,0.1949,0,none,0.9137,0.2708,0.6244,1,UNKNOWN,1,Passed all filter rules,MEDIUM
2024-03-18 22:15:00,MTR_0002,zone_2,residential,0.1734,0,none,0.912,0.1731,0.5795,1,UNKNOWN,1,Passed all filter rules,MEDIUM
2024-03-18 22:30:00,MTR_0002,zone_2,residential,0.2026,0,none,0.9062,0.2881,0.6281,1,UNKNOWN,1,Passed all filter rules,MEDIUM
2024-03-18 22:45:00,MTR_0002,zone_2,residential,0.2001,0,none,0.8995,0.2875,0.6241,1,UNKNOWN,1,Passed all filter rules,MEDIUM
2024-03-18 23:00:00,MTR_0002,zone_2,residential,0.0981,0,none,0.9322,0.2408,0.6211,1,UNKNOWN,1,Passed all filter rules,MEDIUM
2024-03-18 23:15:00,MTR_0002,zone_2,residential,0.0865,0,none,0.9129,0.3747,0.6708,1,UNKNOWN,1,Passed all filter rules,MEDIUM
2024-03-18 23:30:00,MTR_0002,zone_2,residential,0.0899,0,none,0.9232,0.3677,0.6732,1,UNKNOWN,1,Passed all filter rules,MEDIUM
2024-03-18 23:45:00,MTR_0002,zone_2,residential,0.097,0,none,0.9077,0.3121,0.6397,1,UNKNOWN,1,Passed all filter rules,MEDIUM
2024-03-19 00:00:00,MTR_0002,zone_2,residential,0.0743,0,none,0.9109,0.0635,0.5296,1,UNKNOWN,0,Score 0.530 < threshold 0.55,LOW
2024-03-19 00:15:00,MTR_0002,zone_2,residential,0.0652,0,none,0.9113,0.0509,0.5242,1,UNKNOWN,0,Score 0.524 < threshold 0.55,LOW
2024-03-19 00:30:00,MTR_0002,zone_2,residential,0.0809,0,none,0.9074,0.0772,0.5338,1,UNKNOWN,0,Score 0.534 < threshold 0.55,LOW
2024-03-19 00:45:00,MTR_0002,zone_2,residential,0.0702,0,none,0.9091,0.1068,0.5481,1,UNKNOWN,0,Score 0.548 < threshold 0.55,LOW
2024-03-19 01:00:00,MTR_0002,zone_2,residential,0.0764,0,none,0.9026,0.1042,0.5433,1,UNKNOWN,0,Score 0.543 < threshold 0.55,LOW
2024-03-19 01:15:00,MTR_0002,zone_2,residential,0.0639,0,none,0.9152,0.0572,0.5291,1,UNKNOWN,0,Score 0.529 < threshold 0.55,LOW
2024-03-19 01:30:00,MTR_0002,zone_2,residential,0.0721,0,none,0.9026,0.0553,0.5213,1,UNKNOWN,0,Score 0.521 < threshold 0.55,LOW
2024-03-19 01:45:00,MTR_0002,zone_2,residential,0.0638,0,none,0.9144,0.0681,0.5336,1,UNKNOWN,0,Score 0.534 < threshold 0.55,LOW
2024-03-19 02:00:00,MTR_0002,zone_2,residential,0.0718,0,none,0.8957,0.0707,0.5245,1,UNKNOWN,0,Score 0.524 < threshold 0.55,LOW
2024-03-19 02:15:00,MTR_0002,zone_2,residential,0.0736,0,none,0.8949,0.0649,0.5214,1,UNKNOWN,0,Score 0.521 < threshold 0.55,LOW
2024-03-19 02:30:00,MTR_0002,zone_2,residential,0.0739,0,none,0.8959,0.0655,0.5222,1,UNKNOWN,0,Score 0.522 < threshold 0.55,LOW
2024-03-19 02:45:00,MTR_0002,zone_2,residential,0.0668,0,none,0.9019,0.0558,0.5212,1,UNKNOWN,0,Score 0.521 < threshold 0.55,LOW
2024-03-19 03:00:00,MTR_0002,zone_2,residential,0.0606,0,none,0.9144,0.1351,0.5637,1,UNKNOWN,0,Only 1/2 consecutive flags,MEDIUM
2024-03-19 03:15:00,MTR_0002,zone_2,residential,0.0728,0,none,0.9057,0.1318,0.5574,1,UNKNOWN,1,Passed all filter rules,MEDIUM
2024-03-19 03:30:00,MTR_0002,zone_2,residential,0.0687,0,none,0.8964,0.0768,0.5276,1,UNKNOWN,0,Score 0.528 < threshold 0.55,LOW
2024-03-19 03:45:00,MTR_0002,zone_2,residential,0.0687,0,none,0.8964,0.0814,0.5297,1,UNKNOWN,0,Score 0.530 < threshold 0.55,LOW
2024-03-19 04:00:00,MTR_0002,zone_2,residential,0.0657,0,none,0.8995,0.117,0.5474,1,UNKNOWN,0,Score 0.547 < threshold 0.55,LOW
2024-03-19 04:15:00,MTR_0002,zone_2,residential,0.0707,0,none,0.8975,0.1057,0.5412,1,UNKNOWN,0,Score 0.541 < threshold 0.55,LOW
2024-03-19 04:30:00,MTR_0002,zone_2,residential,0.071,0,none,0.8997,0.1049,0.542,1,UNKNOWN,0,Score 0.542 < threshold 0.55,LOW
2024-03-19 04:45:00,MTR_0002,zone_2,residential,0.077,0,none,0.8964,0.0825,0.5301,1,UNKNOWN,0,Score 0.530 < threshold 0.55,LOW
2024-03-19 05:00:00,MTR_0002,zone_2,residential,0.0992,0,none,0.9161,0.1597,0.5757,1,UNKNOWN,0,Only 1/2 consecutive flags,MEDIUM
2024-03-19 05:15:00,MTR_0002,zone_2,residential,0.1057,0,none,0.906,0.1616,0.571,1,UNKNOWN,1,Passed all filter rules,MEDIUM
2024-03-19 05:30:00,MTR_0002,zone_2,residential,0.1227,0,none,0.8988,0.0972,0.5381,1,UNKNOWN,0,Score 0.538 < threshold 0.55,LOW
2024-03-19 05:45:00,MTR_0002,zone_2,residential,0.0974,0,none,0.9074,0.1365,0.5605,1,UNKNOWN,0,Only 1/2 consecutive flags,MEDIUM
2024-03-19 06:00:00,MTR_0002,zone_2,residential,0.2006,0,none,0.94,0.1241,0.5729,1,UNKNOWN,1,Passed all filter rules,MEDIUM
2024-03-19 06:15:00,MTR_0002,zone_2,residential,0.2535,0,none,0.9287,0.0787,0.5462,1,UNKNOWN,0,Score 0.546 < threshold 0.55,LOW
2024-03-19 06:30:00,MTR_0002,zone_2,residential,0.2082,0,none,0.902,0.0954,0.539,1,UNKNOWN,0,Score 0.539 < threshold 0.55,LOW
2024-03-19 06:45:00,MTR_0002,zone_2,residential,0.2249,0,none,0.9039,0.0602,0.5242,1,UNKNOWN,0,Score 0.524 < threshold 0.55,LOW
2024-03-19 07:00:00,MTR_0002,zone_2,residential,0.2661,0,none,0.9075,0.1539,0.5684,1,UNKNOWN,0,Only 1/2 consecutive flags,MEDIUM
2024-03-19 07:15:00,MTR_0002,zone_2,residential,0.3248,0,none,0.9135,0.2374,0.6092,1,UNKNOWN,1,Passed all filter rules,MEDIUM
2024-03-19 07:30:00,MTR_0002,zone_2,residential,0.2983,0,none,0.9039,0.1838,0.5799,1,UNKNOWN,1,Passed all filter rules,MEDIUM
2024-03-19 07:45:00,MTR_0002,zone_2,residential,0.3147,0,none,0.9098,0.1472,0.5666,1,UNKNOWN,1,Passed all filter rules,MEDIUM
2024-03-19 08:00:00,MTR_0002,zone_2,residential,0.2966,0,none,0.9024,0.1892,0.5815,1,UNKNOWN,1,Passed all filter rules,MEDIUM
2024-03-19 08:15:00,MTR_0002,zone_2,residential,0.2722,0,none,0.9018,0.1258,0.5526,1,UNKNOWN,1,Passed all filter rules,MEDIUM
2024-03-19 08:30:00,MTR_0002,zone_2,residential,0.295,0,none,0.9036,0.2384,0.6043,1,UNKNOWN,1,Passed all filter rules,MEDIUM
2024-03-19 08:45:00,MTR_0002,zone_2,residential,0.2584,0,none,0.9039,0.1398,0.5601,1,UNKNOWN,1,Passed all filter rules,MEDIUM
2024-03-19 09:00:00,MTR_0002,zone_2,residential,0.2376,0,none,0.8943,0.0929,0.5337,1,UNKNOWN,0,Score 0.534 < threshold 0.55,LOW
2024-03-19 09:15:00,MTR_0002,zone_2,residential,0.2465,0,none,0.8911,0.0714,0.5222,1,UNKNOWN,0,Score 0.522 < threshold 0.55,LOW
2024-03-19 09:30:00,MTR_0002,zone_2,residential,0.2264,0,none,0.8929,0.0658,0.5207,1,UNKNOWN,0,Score 0.521 < threshold 0.55,LOW
2024-03-19 09:45:00,MTR_0002,zone_2,residential,0.2183,0,none,0.8923,0.0499,0.5132,1,UNKNOWN,0,Score 0.513 < threshold 0.55,LOW
2024-03-19 10:00:00,MTR_0002,zone_2,residential,0.1596,0,none,0.9025,0.0519,0.5197,1,UNKNOWN,0,Score 0.520 < threshold 0.55,LOW
2024-03-19 10:15:00,MTR_0002,zone_2,residential,0.1801,0,none,0.8935,0.0647,0.5205,1,UNKNOWN,0,Score 0.521 < threshold 0.55,LOW
2024-03-19 10:30:00,MTR_0002,zone_2,residential,0.1781,0,none,0.8872,0.0598,0.5149,1,UNKNOWN,0,Score 0.515 < threshold 0.55,LOW
2024-03-19 10:45:00,MTR_0002,zone_2,residential,0.1757,0,none,0.883,0.0537,0.5098,1,UNKNOWN,0,Score 0.510 < threshold 0.55,LOW
2024-03-19 11:00:00,MTR_0002,zone_2,residential,0.1595,0,none,0.8962,0.0451,0.5132,1,UNKNOWN,0,Score 0.513 < threshold 0.55,LOW
2024-03-19 11:15:00,MTR_0002,zone_2,residential,0.1424,0,none,0.887,0.0475,0.5092,1,UNKNOWN,0,Score 0.509 < threshold 0.55,LOW
2024-03-19 11:30:00,MTR_0002,zone_2,residential,0.1443,0,none,0.8844,0.0462,0.5072,1,UNKNOWN,0,Score 0.507 < threshold 0.55,LOW
2024-03-19 11:45:00,MTR_0002,zone_2,residential,0.1196,0,none,0.9065,0.0292,0.5117,1,UNKNOWN,0,Score 0.512 < threshold 0.55,LOW
2024-03-19 12:00:00,MTR_0002,zone_2,residential,0.1539,0,none,0.8946,0.0415,0.5107,1,UNKNOWN,0,Score 0.511 < threshold 0.55,LOW
2024-03-19 12:15:00,MTR_0002,zone_2,residential,0.1728,0,none,0.8871,0.0436,0.5075,1,UNKNOWN,0,Score 0.508 < threshold 0.55,LOW
2024-03-19 12:30:00,MTR_0002,zone_2,residential,0.1775,0,none,0.8909,0.0526,0.5137,1,UNKNOWN,0,Score 0.514 < threshold 0.55,LOW
2024-03-19 12:45:00,MTR_0002,zone_2,residential,0.1488,0,none,0.8893,0.0308,0.503,1,UNKNOWN,0,Score 0.503 < threshold 0.55,LOW
2024-03-19 13:00:00,MTR_0002,zone_2,residential,0.1412,0,none,0.8889,0.0412,0.5074,1,UNKNOWN,0,Score 0.507 < threshold 0.55,LOW
2024-03-19 13:15:00,MTR_0002,zone_2,residential,0.1669,0,none,0.9009,0.0662,0.5253,1,UNKNOWN,0,Score 0.525 < threshold 0.55,LOW
2024-03-19 13:30:00,MTR_0002,zone_2,residential,0.1413,0,none,0.892,0.0386,0.5079,1,UNKNOWN,0,Score 0.508 < threshold 0.55,LOW
2024-03-19 13:45:00,MTR_0002,zone_2,residential,0.1587,0,none,0.8884,0.0486,0.5105,1,UNKNOWN,0,Score 0.510 < threshold 0.55,LOW
2024-03-19 14:00:00,MTR_0002,zone_2,residential,0.1462,0,none,0.8885,0.0332,0.5036,1,UNKNOWN,0,Score 0.504 < threshold 0.55,LOW
2024-03-19 14:15:00,MTR_0002,zone_2,residential,0.1487,0,none,0.8977,0.0684,0.5246,1,UNKNOWN,0,Score 0.525 < threshold 0.55,LOW
2024-03-19 14:30:00,MTR_0002,zone_2,residential,0.1319,0,none,0.8915,0.0433,0.5098,1,UNKNOWN,0,Score 0.510 < threshold 0.55,LOW
2024-03-19 14:45:00,MTR_0002,zone_2,residential,0.124,0,none,0.8978,0.0434,0.5133,1,UNKNOWN,0,Score 0.513 < threshold 0.55,LOW
2024-03-19 15:00:00,MTR_0002,zone_2,residential,0.1756,0,none,0.8932,0.0596,0.5181,1,UNKNOWN,0,Score 0.518 < threshold 0.55,LOW
2024-03-19 15:15:00,MTR_0002,zone_2,residential,0.1701,0,none,0.881,0.0528,0.5083,1,UNKNOWN,0,Score 0.508 < threshold 0.55,LOW
2024-03-19 15:30:00,MTR_0002,zone_2,residential,0.1668,0,none,0.8829,0.0386,0.503,1,UNKNOWN,0,Score 0.503 < threshold 0.55,LOW
2024-03-19 15:45:00,MTR_0002,zone_2,residential,0.1484,0,none,0.894,0.0331,0.5066,1,UNKNOWN,0,Score 0.507 < threshold 0.55,LOW
2024-03-19 16:00:00,MTR_0002,zone_2,residential,0.1843,0,none,0.8914,0.0568,0.5159,1,UNKNOWN,0,Score 0.516 < threshold 0.55,LOW
2024-03-19 16:15:00,MTR_0002,zone_2,residential,0.1804,0,none,0.8875,0.0386,0.5055,1,UNKNOWN,0,Score 0.505 < threshold 0.55,LOW
2024-03-19 16:30:00,MTR_0002,zone_2,residential,0.1819,0,none,0.8875,0.0507,0.5109,1,UNKNOWN,0,Score 0.511 < threshold 0.55,LOW
2024-03-19 16:45:00,MTR_0002,zone_2,residential,0.1932,0,none,0.8871,0.0475,0.5093,1,UNKNOWN,0,Score 0.509 < threshold 0.55,LOW
2024-03-19 17:00:00,MTR_0002,zone_2,residential,0.2506,0,none,0.901,0.0668,0.5256,1,UNKNOWN,0,Score 0.526 < threshold 0.55,LOW
2024-03-19 17:15:00,MTR_0002,zone_2,residential,0.2426,0,none,0.8969,0.1068,0.5414,1,UNKNOWN,0,Score 0.541 < threshold 0.55,LOW
2024-03-19 17:30:00,MTR_0002,zone_2,residential,0.2408,0,none,0.898,0.1207,0.5482,1,UNKNOWN,0,Score 0.548 < threshold 0.55,LOW
2024-03-19 17:45:00,MTR_0002,zone_2,residential,0.2393,0,none,0.8933,0.0541,0.5156,1,UNKNOWN,0,Score 0.516 < threshold 0.55,LOW
2024-03-19 18:00:00,MTR_0002,zone_2,residential,0.304,0,none,0.91,0.1367,0.562,1,UNKNOWN,0,Only 1/2 consecutive flags,MEDIUM
2024-03-19 18:15:00,MTR_0002,zone_2,residential,0.2878,0,none,0.9017,0.0847,0.534,1,UNKNOWN,0,Score 0.534 < threshold 0.55,LOW
2024-03-19 18:30:00,MTR_0002,zone_2,residential,0.3095,0,none,0.9056,0.1491,0.5652,1,UNKNOWN,0,Only 1/2 consecutive flags,MEDIUM
2024-03-19 18:45:00,MTR_0002,zone_2,residential,0.3267,0,none,0.9166,0.1106,0.5539,1,UNKNOWN,1,Passed all filter rules,MEDIUM
2024-03-19 19:00:00,MTR_0002,zone_2,residential,0.3525,0,none,0.9234,0.1703,0.5845,1,UNKNOWN,1,Passed all filter rules,MEDIUM
2024-03-19 19:15:00,MTR_0002,zone_2,residential,0.3295,0,none,0.9098,0.1725,0.578,1,UNKNOWN,1,Passed all filter rules,MEDIUM
2024-03-19 19:30:00,MTR_0002,zone_2,residential,0.3217,0,none,0.9109,0.1063,0.5488,1,UNKNOWN,0,Score 0.549 < threshold 0.55,LOW
2024-03-19 19:45:00,MTR_0002,zone_2,residential,0.3286,0,none,0.9319,0.1287,0.5705,1,UNKNOWN,0,Only 1/2 consecutive flags,MEDIUM
2024-03-19 20:00:00,MTR_0002,zone_2,residential,0.3016,0,none,0.9073,0.1445,0.5641,1,UNKNOWN,1,Passed all filter rules,MEDIUM
2024-03-19 20:15:00,MTR_0002,zone_2,residential,0.4088,0,none,0.9701,0.5053,0.761,1,UNKNOWN,1,Passed all filter rules,HIGH
2024-03-19 20:30:00,MTR_0002,zone_2,residential,0.3087,0,none,0.9243,0.1049,0.5556,1,UNKNOWN,1,Passed all filter rules,MEDIUM
2024-03-19 20:45:00,MTR_0002,zone_2,residential,0.331,0,none,0.9173,0.2013,0.5951,1,UNKNOWN,1,Passed all filter rules,MEDIUM
2024-03-19 21:00:00,MTR_0002,zone_2,residential,0.2826,0,none,0.9046,0.1467,0.5636,1,UNKNOWN,1,Passed all filter rules,MEDIUM
2024-03-19 21:15:00,MTR_0002,zone_2,residential,0.3168,0,none,0.9183,0.1344,0.5655,1,UNKNOWN,1,Passed all filter rules,MEDIUM
2024-03-19 21:30:00,MTR_0002,zone_2,residential,0.2944,0,none,0.9005,0.0858,0.5338,1,UNKNOWN,0,Score 0.534 < threshold 0.55,LOW
2024-03-19 21:45:00,MTR_0002,zone_2,residential,0.2943,0,none,0.9048,0.061,0.5251,1,UNKNOWN,0,Score 0.525 < threshold 0.55,LOW
2024-03-19 22:00:00,MTR_0002,zone_2,residential,0.1924,0,none,0.9152,0.0634,0.5319,1,UNKNOWN,0,Score 0.532 < threshold 0.55,LOW
2024-03-19 22:15:00,MTR_0002,zone_2,residential,0.1939,0,none,0.9062,0.0826,0.5356,1,UNKNOWN,0,Score 0.536 < threshold 0.55,LOW
2024-03-19 22:30:00,MTR_0002,zone_2,residential,0.1946,0,none,0.8985,0.0916,0.5354,1,UNKNOWN,0,Score 0.535 < threshold 0.55,LOW
2024-03-19 22:45:00,MTR_0002,zone_2,residential,0.1802,0,none,0.9129,0.0899,0.5425,1,UNKNOWN,0,Score 0.543 < threshold 0.55,LOW
2024-03-19 23:00:00,MTR_0002,zone_2,residential,0.0879,0,none,0.9335,0.0898,0.5539,1,UNKNOWN,0,Only 1/2 consecutive flags,MEDIUM
2024-03-19 23:15:00,MTR_0002,zone_2,residential,0.0953,0,none,0.9061,0.1262,0.5551,1,UNKNOWN,1,Passed all filter rules,MEDIUM
2024-03-19 23:30:00,MTR_0002,zone_2,residential,0.0908,0,none,0.9094,0.1084,0.549,1,UNKNOWN,0,Score 0.549 < threshold 0.55,LOW
2024-03-19 23:45:00,MTR_0002,zone_2,residential,0.0963,0,none,0.903,0.1588,0.5681,1,UNKNOWN,0,Only 1/2 consecutive flags,MEDIUM
2024-03-20 00:00:00,MTR_0002,zone_2,residential,0.065,0,none,0.9359,0.0358,0.5309,1,UNKNOWN,0,Score 0.531 < threshold 0.55,LOW
2024-03-20 00:15:00,MTR_0002,zone_2,residential,0.0628,0,none,0.9132,0.0466,0.5232,1,UNKNOWN,0,Score 0.523 < threshold 0.55,LOW
2024-03-20 00:30:00,MTR_0002,zone_2,residential,0.0639,0,none,0.9203,0.0438,0.5259,1,UNKNOWN,0,Score 0.526 < threshold 0.55,LOW
2024-03-20 00:45:00,MTR_0002,zone_2,residential,0.0707,0,none,0.9059,0.0712,0.5303,1,UNKNOWN,0,Score 0.530 < threshold 0.55,LOW
2024-03-20 01:00:00,MTR_0002,zone_2,residential,0.062,0,none,0.9219,0.043,0.5264,1,UNKNOWN,0,Score 0.526 < threshold 0.55,LOW
2024-03-20 01:15:00,MTR_0002,zone_2,residential,0.0822,0,none,0.9337,0.1346,0.5741,1,UNKNOWN,0,Only 1/2 consecutive flags,MEDIUM
2024-03-20 01:30:00,MTR_0002,zone_2,residential,0.0823,0,none,0.9159,0.1271,0.561,1,UNKNOWN,1,Passed all filter rules,MEDIUM
2024-03-20 01:45:00,MTR_0002,zone_2,residential,0.0762,0,none,0.91,0.069,0.5315,1,UNKNOWN,0,Score 0.532 < threshold 0.55,LOW
2024-03-20 02:00:00,MTR_0002,zone_2,residential,0.069,0,none,0.9059,0.0911,0.5392,1,UNKNOWN,0,Score 0.539 < threshold 0.55,LOW
2024-03-20 02:15:00,MTR_0002,zone_2,residential,0.0684,0,none,0.903,0.062,0.5246,1,UNKNOWN,0,Score 0.525 < threshold 0.55,LOW
2024-03-20 02:30:00,MTR_0002,zone_2,residential,0.0728,0,none,0.8998,0.047,0.5161,1,UNKNOWN,0,Score 0.516 < threshold 0.55,LOW
2024-03-20 02:45:00,MTR_0002,zone_2,residential,0.0745,0,none,0.9068,0.1657,0.5733,1,UNKNOWN,0,Only 1/2 consecutive flags,MEDIUM
2024-03-20 03:00:00,MTR_0002,zone_2,residential,0.0728,0,none,0.9064,0.0468,0.5196,1,UNKNOWN,0,Score 0.520 < threshold 0.55,LOW
2024-03-20 03:15:00,MTR_0002,zone_2,residential,0.0637,0,none,0.9131,0.0415,0.5209,1,UNKNOWN,0,Score 0.521 < threshold 0.55,LOW
2024-03-20 03:30:00,MTR_0002,zone_2,residential,0.0701,0,none,0.9002,0.0617,0.5229,1,UNKNOWN,0,Score 0.523 < threshold 0.55,LOW
2024-03-20 03:45:00,MTR_0002,zone_2,residential,0.0742,0,none,0.9,0.0609,0.5224,1,UNKNOWN,0,Score 0.522 < threshold 0.55,LOW
2024-03-20 04:00:00,MTR_0002,zone_2,residential,0.0577,0,none,0.9299,0.0534,0.5355,1,UNKNOWN,0,Score 0.535 < threshold 0.55,LOW
2024-03-20 04:15:00,MTR_0002,zone_2,residential,0.0649,0,none,0.9078,0.0538,0.5235,1,UNKNOWN,0,Score 0.523 < threshold 0.55,LOW
2024-03-20 04:30:00,MTR_0002,zone_2,residential,0.0741,0,none,0.9076,0.1054,0.5466,1,UNKNOWN,0,Score 0.547 < threshold 0.55,LOW
2024-03-20 04:45:00,MTR_0002,zone_2,residential,0.0694,0,none,0.9055,0.0443,0.5179,1,UNKNOWN,0,Score 0.518 < threshold 0.55,LOW
2024-03-20 05:00:00,MTR_0002,zone_2,residential,0.1156,0,none,0.927,0.073,0.5427,1,UNKNOWN,0,Score 0.543 < threshold 0.55,LOW
2024-03-20 05:15:00,MTR_0002,zone_2,residential,0.1291,0,none,0.9159,0.1801,0.5848,1,UNKNOWN,0,Only 1/2 consecutive flags,MEDIUM
2024-03-20 05:30:00,MTR_0002,zone_2,residential,0.1181,0,none,0.8976,0.0405,0.5119,1,UNKNOWN,0,Score 0.512 < threshold 0.55,LOW
2024-03-20 05:45:00,MTR_0002,zone_2,residential,0.1141,0,none,0.9042,0.0594,0.524,1,UNKNOWN,0,Score 0.524 < threshold 0.55,LOW
2024-03-20 06:00:00,MTR_0002,zone_2,residential,0.2082,0,none,0.9321,0.0785,0.548,1,UNKNOWN,0,Score 0.548 < threshold 0.55,LOW
2024-03-20 06:15:00,MTR_0002,zone_2,residential,0.2087,0,none,0.9063,0.0344,0.5139,1,UNKNOWN,0,Score 0.514 < threshold 0.55,LOW
2024-03-20 06:30:00,MTR_0002,zone_2,residential,0.1992,0,none,0.9004,0.0532,0.5192,1,UNKNOWN,0,Score 0.519 < threshold 0.55,LOW
2024-03-20 06:45:00,MTR_0002,zone_2,residential,0.2096,0,none,0.9049,0.0488,0.5196,1,UNKNOWN,0,Score 0.520 < threshold 0.55,LOW
2024-03-20 07:00:00,MTR_0002,zone_2,residential,0.2802,0,none,0.9059,0.0718,0.5305,1,UNKNOWN,0,Score 0.531 < threshold 0.55,LOW
2024-03-20 07:15:00,MTR_0002,zone_2,residential,0.3001,0,none,0.9078,0.0355,0.5153,1,UNKNOWN,0,Score 0.515 < threshold 0.55,LOW
2024-03-20 07:30:00,MTR_0002,zone_2,residential,0.2956,0,none,0.9061,0.0449,0.5186,1,UNKNOWN,0,Score 0.519 < threshold 0.55,LOW
2024-03-20 07:45:00,MTR_0002,zone_2,residential,0.314,0,none,0.9175,0.0262,0.5164,1,UNKNOWN,0,Score 0.516 < threshold 0.55,LOW
2024-03-20 08:00:00,MTR_0002,zone_2,residential,0.3191,0,none,0.9179,0.0365,0.5213,1,UNKNOWN,0,Score 0.521 < threshold 0.55,LOW
2024-03-20 08:15:00,MTR_0002,zone_2,residential,0.2905,0,none,0.9051,0.0708,0.5297,1,UNKNOWN,0,Score 0.530 < threshold 0.55,LOW
2024-03-20 08:30:00,MTR_0002,zone_2,residential,0.2869,0,none,0.9062,0.0618,0.5262,1,UNKNOWN,0,Score 0.526 < threshold 0.55,LOW
2024-03-20 08:45:00,MTR_0002,zone_2,residential,0.2899,0,none,0.9077,0.0854,0.5376,1,UNKNOWN,0,Score 0.538 < threshold 0.55,LOW
2024-03-20 09:00:00,MTR_0002,zone_2,residential,0.2208,0,none,0.9115,0.104,0.5481,1,UNKNOWN,0,Score 0.548 < threshold 0.55,LOW
2024-03-20 09:15:00,MTR_0002,zone_2,residential,0.2505,0,none,0.9005,0.0826,0.5324,1,UNKNOWN,0,Score 0.532 < threshold 0.55,LOW
2024-03-20 09:30:00,MTR_0002,zone_2,residential,0.2449,0,none,0.8986,0.0797,0.5301,1,UNKNOWN,0,Score 0.530 < threshold 0.55,LOW
2024-03-20 09:45:00,MTR_0002,zone_2,residential,0.2363,0,none,0.8978,0.1203,0.5479,1,UNKNOWN,0,Score 0.548 < threshold 0.55,LOW
2024-03-20 10:00:00,MTR_0002,zone_2,residential,0.1707,0,none,0.9074,0.1004,0.5443,1,UNKNOWN,0,Score 0.544 < threshold 0.55,LOW
2024-03-20 10:15:00,MTR_0002,zone_2,residential,0.1704,0,none,0.8941,0.1515,0.56,1,UNKNOWN,0,Only 1/2 consecutive flags,MEDIUM
